age,gender,financial_risk_assessment,yearly_income,product_category,debt_comfort_level,online_purchase_frequency
34,3,3,98366,1,2,3
36,2,8,26841,3,1,1
27,3,9,90761,4,3,8
38,3,3,56507,4,9,10
20,1,1,32385,1,9,3
24,2,2,12203,1,7,3
42,3,5,17731,3,2,10
20,1,7,20543,4,2,1
29,2,8,56244,3,4,3
48,1,4,90914,3,8,8
37,3,7,82074,4,9,2
38,3,10,81936,3,10,4
40,2,8,68965,2,6,3
48,1,2,95452,4,6,4
32,1,7,43601,1,1,6
33,3,6,67084,2,1,4
21,2,4,25847,3,5,10
45,3,3,35443,2,6,10
36,3,4,85779,1,4,1
31,3,6,51049,4,7,5
47,3,7,22424,3,3,6
33,2,1,38543,1,10,10
21,3,9,18166,3,7,9
29,3,8,42651,4,4,8
28,2,1,55022,3,10,6
39,1,10,69994,4,7,8
41,1,9,34529,4,6,4
44,3,3,32157,4,2,10
35,2,3,41654,3,6,9
42,3,10,60059,2,1,4
20,2,1,98266,2,9,9
20,3,2,79731,1,4,3
36,3,8,98726,4,3,5
22,1,6,19031,3,2,6
21,3,3,43265,4,7,2
36,2,2,24078,1,2,9
27,3,6,43956,3,1,9
46,2,9,29494,2,3,2
34,1,6,55862,2,1,6
22,3,8,75664,4,10,8
33,2,10,11754,1,4,9
41,2,7,86889,2,4,2
22,1,5,88957,2,6,2
37,2,4,87609,2,4,9
24,1,3,77311,4,5,6
47,2,5,37731,1,2,1
23,2,7,87269,1,7,7
42,2,8,50070,3,7,1
28,3,10,85385,2,2,4
28,2,5,82282,1,3,4
46,2,7,27790,2,10,4
46,3,3,66864,2,5,5
41,1,9,39026,2,8,2
37,3,1,30484,1,4,2
28,3,2,17501,3,4,2
26,2,3,33058,3,3,3
49,2,7,33695,3,4,6
46,1,9,87203,2,4,8
48,1,9,91715,3,1,3
33,3,3,43477,1,1,6
21,2,10,75871,1,1,8
43,2,6,22392,3,5,4
26,2,7,94326,2,1,5
31,2,3,42169,1,10,3
36,2,10,31142,3,6,3
21,1,9,78254,1,4,7
28,1,1,83847,4,1,1
42,1,4,59799,3,9,6
27,3,3,97201,4,6,6
42,1,4,12121,2,9,10
30,3,4,28431,4,2,1
28,3,2,93038,4,2,7
40,3,7,16093,1,4,9
40,3,8,35536,2,9,2
47,3,3,43946,1,2,7
27,3,2,84212,1,5,7
36,1,10,76114,3,10,2
37,2,9,38104,4,4,9
25,2,8,79867,3,7,7
32,3,6,93922,4,9,1
28,2,1,33972,1,8,3
25,1,3,39448,4,2,9
32,1,9,53344,1,6,9
43,1,7,15878,3,10,3
43,3,1,36300,3,7,5
47,1,2,38841,3,2,1
32,3,3,46192,3,10,5
34,2,8,66328,2,10,3
34,2,10,76915,3,5,5
21,1,8,31543,3,1,10
44,3,9,83593,2,8,7
34,1,5,22924,2,9,6
40,1,9,41934,3,3,9
40,3,6,64224,3,3,8
42,2,5,80366,4,9,9
30,1,2,66661,2,8,6
49,3,6,23247,1,2,5
28,1,2,11702,2,8,9
32,1,2,37493,4,8,1
31,2,10,38780,1,4,1
21,1,1,99994,1,10,10
32,2,10,42598,2,6,10
23,3,2,40009,2,1,5
47,2,9,42839,4,6,4
50,3,2,28003,4,8,9
47,3,8,87511,2,1,8
41,3,10,99085,3,5,4
29,3,3,56268,2,2,3
25,3,7,70004,2,4,4
23,1,2,51558,2,6,6
39,2,10,70497,2,7,7
24,3,8,13319,3,2,1
25,3,7,80457,1,7,9
35,2,7,92721,3,8,2
42,2,7,93673,2,8,6
33,2,3,57470,2,9,2
30,2,3,20672,3,5,10
30,3,7,86095,3,4,8
50,1,9,90181,4,10,8
31,1,6,94370,2,1,7
25,2,10,59793,2,4,3
32,1,1,35594,3,2,9
22,2,3,32433,1,1,2
40,3,6,39540,3,10,6
36,1,3,81794,3,5,1
36,3,2,31493,1,6,9
34,2,2,23102,1,1,9
22,1,5,74292,2,1,4
44,3,1,83786,4,9,10
43,1,9,24866,4,10,8
32,1,5,34788,3,3,6
41,3,10,86978,2,1,10
36,2,9,45166,2,2,10
44,3,10,36233,3,3,2
25,2,2,68192,2,9,1
27,3,2,31362,3,3,2
21,3,5,62665,3,1,5
43,2,6,68793,1,6,6
23,2,8,91273,4,10,6
43,3,5,77421,2,3,5
25,2,8,98552,2,6,8
29,1,3,78650,2,10,7
27,2,3,23513,4,2,3
49,2,2,36793,1,7,8
41,1,2,30579,3,5,7
37,1,2,85833,3,1,9
49,1,2,94282,3,7,3
29,3,2,42481,4,8,10
37,3,2,70988,1,3,9
37,1,5,34315,4,1,3
34,3,1,37856,4,6,7
23,1,8,85144,3,5,10
25,2,1,26294,1,1,2
24,3,2,59407,4,7,3
36,1,4,18327,3,10,8
48,3,1,10011,2,6,4
25,2,1,60634,4,4,4
30,3,2,20515,1,6,8
25,1,5,63172,1,4,5
47,1,4,25076,4,8,6
49,3,8,21071,3,1,1
47,1,7,97728,1,5,10
41,1,3,63229,2,6,6
42,3,10,15554,4,2,7
48,3,1,17031,4,10,8
31,1,9,95083,3,6,7
41,2,3,36669,4,10,6
36,2,3,16377,2,2,5
41,1,6,75774,3,8,10
35,3,6,31911,1,6,7
48,1,4,27105,4,8,5
41,3,3,75573,1,7,1
37,3,7,28354,3,7,7
42,1,3,71737,3,8,10
20,3,3,56119,3,5,9
22,1,4,81730,2,3,10
23,1,9,11040,4,9,8
27,3,5,50203,4,5,4
50,2,10,71553,3,10,10
25,1,8,59213,1,8,1
43,1,6,75925,4,9,2
33,1,2,90286,4,6,9
48,3,3,84472,4,2,10
35,2,3,60665,4,2,6
46,3,3,32104,1,4,4
41,2,5,87919,3,10,1
42,2,4,71690,3,2,1
31,1,4,43539,1,6,5
50,1,2,23576,2,3,10
39,1,4,80327,2,6,3
23,3,9,74771,3,7,1
45,1,7,74974,4,3,4
22,3,7,79336,2,2,9
47,3,5,89899,1,3,9
34,3,4,58391,4,5,6
33,1,8,30142,4,1,1
42,2,5,73436,1,1,10
46,1,3,61143,4,5,6
37,1,4,76142,2,1,5
45,2,6,69146,4,1,1
20,1,7,14567,4,3,2
39,3,6,71246,3,10,6
37,2,10,78898,4,3,10
32,3,8,70435,2,2,5
39,2,6,98786,4,6,8
20,3,3,53703,4,9,3
47,3,1,79714,1,10,6
33,2,2,43335,2,3,10
26,3,3,57972,2,8,1
44,2,7,14371,4,10,6
41,1,9,25915,2,5,10
21,1,9,22721,2,1,10
43,2,9,12825,1,6,1
24,1,8,48876,1,3,8
49,3,9,11556,1,6,9
33,2,1,41442,3,7,10
23,2,9,20153,3,6,3
29,3,7,21210,4,8,2
40,3,5,44703,1,3,5
31,1,3,26150,2,7,3
44,2,8,66820,4,1,6
40,1,3,46662,4,2,4
50,2,6,80731,1,3,7
49,1,8,63075,4,6,6
20,2,9,69776,3,5,8
25,3,2,37704,3,10,8
41,1,10,64283,1,6,7
22,2,10,66064,3,9,5
42,1,10,33558,4,2,7
40,2,7,51032,1,9,4
35,2,1,58495,3,6,1
24,2,7,43429,3,8,5
27,1,1,54110,3,5,6
20,1,10,16693,2,10,9
43,1,2,24957,2,3,1
20,2,8,27576,2,6,4
26,2,8,57587,2,7,10
23,2,8,27170,4,4,6
29,2,1,84505,3,6,4
40,2,2,83592,4,10,5
37,1,3,68374,3,3,7
30,3,6,97656,2,4,9
44,3,10,86223,4,10,7
22,1,3,12240,3,2,7
42,1,3,14047,3,4,2
25,1,1,76294,2,10,3
25,2,3,42219,4,6,7
29,2,6,35833,1,4,10
36,1,5,41038,4,7,10
39,1,5,68290,1,2,10
28,2,6,58057,1,6,8
32,2,6,91654,3,8,1
20,1,1,45274,4,8,7
31,3,9,51619,3,4,2
47,2,5,96395,1,3,5
23,2,9,56801,4,7,4
36,3,4,69942,4,6,2
46,2,4,45306,1,1,9
33,3,5,41246,2,7,6
29,2,6,10074,4,9,1
22,1,5,42557,4,8,3
47,2,4,27253,2,6,6
48,2,2,97232,4,1,10
44,1,5,35860,2,9,3
34,1,2,44575,4,8,8
22,3,10,53748,1,2,6
42,1,9,55090,3,8,8
46,2,3,32128,1,6,5
32,2,3,46758,3,9,2
24,1,6,75052,3,4,1
33,3,3,30101,2,4,4
45,3,9,50457,1,8,5
49,2,4,20760,3,1,6
43,3,7,90217,4,10,2
30,1,6,62989,4,6,7
44,2,2,11067,3,5,7
39,1,1,51023,4,9,3
20,1,6,76570,3,1,2
45,3,4,74359,2,6,2
30,2,3,96459,1,9,8
40,2,9,14032,2,6,9
27,1,1,12543,1,6,2
50,1,9,51707,2,8,7
44,3,4,12822,2,2,5
29,1,8,18764,2,8,4
26,2,6,46232,2,6,1
21,3,4,87227,3,7,2
20,2,4,39021,2,2,4
44,2,5,91222,3,1,3
41,2,5,83173,1,8,9
25,2,6,98504,1,1,1
32,1,6,72796,1,2,2
31,3,2,24328,2,8,10
21,1,10,61040,2,6,9
29,3,1,23969,2,3,8
31,1,5,15477,3,10,1
36,2,8,26283,2,6,5
36,2,3,19295,3,10,10
27,1,6,73639,1,2,4
50,2,7,56822,1,10,2
48,3,9,85539,1,6,6
49,3,6,31029,2,6,10
46,3,5,16582,2,3,6
36,1,2,28755,4,3,4
48,2,8,47060,1,8,8
43,2,10,23547,3,7,5
24,2,5,83759,4,2,7
50,2,8,31881,4,7,8
42,2,5,15209,4,7,1
35,2,3,82821,2,2,5
20,1,6,71966,4,8,4
30,2,5,82991,1,6,7
20,1,1,12416,4,3,4
30,1,10,25284,2,5,3
33,3,3,18491,2,1,4
27,3,4,72602,4,5,8
30,2,1,91623,2,6,9
49,1,4,13429,3,7,7
39,2,5,43055,1,9,4
40,3,2,54810,2,8,2
30,1,7,64956,2,9,9
45,3,10,49754,1,4,10
47,1,1,88562,2,2,3
43,2,6,49238,2,3,1
20,3,8,72982,3,3,1
37,2,3,82117,1,8,1
35,1,6,85129,2,2,3
38,1,9,38708,4,5,3
34,2,6,36770,2,5,4
44,1,10,91399,1,4,7
25,1,9,76967,3,1,5
42,1,4,53320,4,4,6
39,2,5,55385,4,8,8
50,1,6,50581,3,6,9
43,2,5,24113,2,5,8
25,2,6,42122,3,6,2
39,3,6,98176,4,3,4
21,2,5,27587,2,3,3
47,1,5,14977,4,6,1
48,3,4,82915,3,3,9
37,2,7,93312,4,4,2
41,1,10,62265,3,9,9
25,2,9,11558,2,4,1
21,2,7,76915,1,6,2
46,1,1,52284,4,2,3
34,1,1,99028,4,6,8
26,3,10,36086,3,8,7
31,2,3,62286,4,5,6
31,2,1,60323,1,7,4
38,3,7,83043,1,8,5
21,1,7,70094,1,7,6
44,1,10,88952,3,2,1
21,3,8,33315,4,4,4
44,3,3,88068,1,1,9
45,1,7,89676,3,5,7
28,3,4,87029,1,8,9
44,3,7,93276,4,6,7
20,3,3,59748,1,1,6
21,3,6,89776,4,1,9
40,2,10,13954,4,3,3
30,2,10,96766,2,3,2
38,1,10,68153,1,10,4
36,1,2,20484,4,4,1
22,2,7,76623,3,2,6
32,1,1,94439,3,5,2
29,1,7,53166,3,10,9
47,1,7,56650,1,7,6
49,2,4,57093,2,8,8
31,3,6,74868,4,1,10
31,1,2,32604,1,8,3
21,3,10,98584,4,1,9
44,1,10,68923,4,9,10
42,1,10,94810,2,10,5
28,1,10,19868,2,7,10
31,1,6,84262,1,5,7
23,2,3,68811,1,3,8
45,3,3,70506,4,4,6
49,2,1,75008,4,7,1
32,3,6,60307,1,10,7
39,3,8,52063,1,9,1
45,1,7,45257,2,2,1
32,2,2,39483,3,6,8
42,3,1,79932,2,8,1
37,2,7,97632,1,3,1
39,3,1,79596,2,5,5
38,2,1,12087,4,7,8
29,3,8,71372,2,5,2
22,1,3,30941,1,7,4
27,2,5,71679,2,10,10
40,1,9,41494,2,2,7
38,2,4,68748,3,3,5
29,2,7,63517,3,7,1
50,1,8,85113,4,4,7
28,1,4,13425,1,10,6
33,2,2,48737,2,4,4
43,2,2,51065,4,6,2
25,2,10,93289,4,1,1
34,2,7,16563,3,8,4
35,3,6,48209,3,5,3
25,2,10,43088,4,1,7
35,1,3,52863,1,1,1
50,2,1,26508,2,7,9
38,3,10,80754,3,4,3
43,3,5,11100,1,2,6
21,1,2,29036,2,5,3
23,1,3,80487,1,1,9
33,2,3,78027,1,2,6
23,1,3,47701,3,4,8
35,2,3,37668,1,5,5
27,2,7,13420,1,10,2
46,1,2,23473,3,10,6
35,2,7,54721,4,7,6
33,1,9,77256,1,1,7
36,2,3,59791,1,3,6
38,1,4,51713,2,5,10
30,3,6,65055,1,1,8
48,1,5,40326,1,2,1
50,2,7,37744,1,8,7
32,2,1,32057,4,2,2
21,1,7,14796,1,2,4
29,2,3,91372,3,10,3
33,1,9,25014,4,3,8
30,2,1,28654,3,7,6
40,2,4,80671,1,10,8
27,1,9,43899,1,1,10
47,3,5,72751,1,3,5
40,2,3,97384,3,10,10
34,3,9,23586,3,2,8
26,1,8,39179,2,8,9
24,1,6,29174,3,3,2
46,1,9,11921,3,6,6
29,3,2,76145,2,1,2
38,2,3,37191,4,3,6
45,1,8,22675,2,9,7
38,3,7,59804,2,9,2
39,2,3,48150,4,6,2
40,1,2,37381,2,4,5
44,1,2,85553,4,5,4
47,1,1,59167,3,5,4
25,1,5,34528,2,3,8
33,1,4,37753,4,10,8
30,3,6,22897,1,2,8
41,1,3,35456,1,8,5
23,1,4,37931,2,6,4
28,1,6,87314,2,5,10
50,3,2,48576,2,8,6
24,3,5,71865,2,3,5
48,2,3,55552,1,8,4
47,1,10,52010,2,3,8
48,2,3,23878,2,7,2
48,3,7,69443,2,5,4
50,2,4,99308,2,1,9
41,3,3,33060,3,1,10
46,1,8,31862,4,8,2
21,3,5,90971,1,5,10
35,1,5,60135,4,6,8
37,2,10,27719,2,10,3
36,1,6,83534,1,3,9
20,3,7,21422,4,5,1
36,3,10,64191,4,5,10
45,3,8,76491,4,6,4
25,1,4,14848,4,7,1
49,3,2,61187,4,7,6
50,3,8,88802,2,1,8
42,2,10,94706,1,3,3
24,1,10,29361,2,9,3
25,3,6,99877,4,8,7
37,2,6,92169,3,8,8
45,3,8,38770,2,5,9
22,2,9,58545,1,10,8
28,3,1,94562,4,2,6
27,3,1,88691,4,10,7
44,1,8,72507,2,10,8
36,1,6,45925,2,7,3
47,2,10,55437,3,2,6
25,1,9,54867,2,4,8
27,3,3,50021,4,7,7
42,3,5,57745,1,5,5
50,3,4,84492,4,9,7
20,1,1,34995,3,5,10
30,1,1,90854,3,6,1
34,3,10,60640,4,6,4
34,1,10,72407,3,2,2
41,1,3,65526,2,3,4
34,3,9,27827,1,3,10
27,3,4,14035,1,3,2
37,3,3,29193,1,1,5
38,2,8,49881,4,10,10
48,2,7,26248,1,9,3
32,1,6,67154,3,8,4
23,1,4,74766,3,7,6
34,3,9,24617,1,7,2
46,3,9,42882,2,5,8
36,2,1,85015,1,3,7
40,2,4,42094,3,4,2
41,3,4,77827,2,1,6
37,3,10,53578,3,10,6
41,2,6,14766,3,3,4
30,2,8,27287,1,7,2
31,2,9,11182,2,7,2
40,2,9,84216,3,8,3
50,1,4,79822,4,5,7
25,2,2,52699,2,7,2
43,3,6,84164,1,10,6
47,3,7,76482,2,4,5
33,2,3,93175,1,5,1
33,1,7,57067,2,2,6
37,2,4,97283,1,1,8
40,2,2,78322,2,3,9
25,3,9,32340,2,6,8
43,3,3,60987,3,2,6
39,1,9,89886,3,5,8
43,1,6,54630,4,10,3
33,3,4,88744,1,9,4
42,1,4,51459,1,3,9
32,2,1,31498,1,1,4
36,2,8,93734,1,7,9
24,3,5,69063,1,5,10
35,1,8,72409,2,7,4
20,3,4,70618,1,9,3
26,3,9,80827,1,8,9
46,1,9,12727,2,3,8
21,1,8,86001,3,6,7
48,2,10,82456,3,4,10
43,1,4,85619,3,3,3
34,3,1,40884,2,3,5
46,2,1,28508,3,2,10
46,2,7,12933,3,6,2
48,1,8,16552,2,9,2
20,1,1,59975,1,10,1
21,1,4,91134,2,3,9
42,1,2,34624,3,3,1
30,1,3,55309,3,5,3
48,2,6,48872,2,2,7
50,1,3,59376,4,3,6
40,2,7,98491,2,10,3
46,2,2,66784,1,8,1
21,2,4,93867,4,2,4
27,2,1,78115,3,9,6
39,3,9,38635,2,8,7
41,3,10,34308,3,8,4
23,1,7,90456,1,5,5
37,1,6,39066,4,8,8
21,3,1,87611,3,8,6
20,2,2,17492,3,4,7
41,3,3,69956,3,5,7
34,3,9,13084,4,1,2
31,2,3,88246,4,3,3
35,2,8,13241,3,5,5
47,3,8,47075,3,3,5
23,2,7,82989,3,4,7
33,1,6,85879,2,6,9
37,1,8,35838,1,5,10
22,1,1,69395,1,10,1
38,3,8,92671,4,6,7
45,3,4,42545,3,8,10
43,1,6,95807,1,6,2
44,3,1,76744,3,1,10
46,1,8,31543,4,10,8
23,2,3,76216,3,6,3
44,2,2,66829,2,10,8
20,3,4,46747,3,10,9
41,2,6,57380,3,4,6
38,3,3,55369,4,4,3
36,1,4,58679,4,3,5
43,2,1,13336,4,2,8
41,2,10,42232,2,6,4
45,1,4,89892,2,4,9
42,2,7,91828,1,6,6
38,1,6,78733,1,2,1
46,1,10,39239,1,5,1
24,3,1,98898,1,10,5
49,3,8,60392,4,9,8
50,2,10,70789,3,1,10
35,1,9,50679,3,9,5
23,3,10,33500,3,7,6
36,3,2,35771,3,6,7
38,2,6,14358,3,5,4
45,2,9,11212,1,3,9
32,2,6,61180,1,8,8
23,3,4,23381,4,3,3
24,2,10,53795,3,7,3
32,3,7,26431,4,4,7
22,1,4,74143,3,10,6
28,3,3,18560,4,2,7
44,3,6,24138,1,10,3
45,1,2,99226,4,10,7
28,3,9,18584,3,7,4
31,2,9,11742,2,1,9
35,1,2,10884,2,2,1
45,1,4,54877,3,8,3
34,3,4,29315,4,7,2
23,2,5,83529,4,9,7
39,1,4,21569,4,5,4
28,2,1,40965,4,6,1
28,1,9,73647,2,7,3
30,2,1,85371,4,3,5
45,3,2,32573,4,1,8
33,1,6,58188,2,7,1
23,3,2,21692,1,6,3
44,1,5,22737,4,9,3
41,1,5,60478,4,3,9
40,3,5,66623,2,5,9
37,2,1,70657,3,9,7
41,2,8,22044,3,3,9
36,3,4,34825,4,3,6
39,3,3,70076,4,7,1
30,3,5,48161,1,1,2
46,3,5,40541,4,1,9
33,3,6,83612,4,5,6
40,3,2,57915,4,2,8
47,2,9,60917,4,2,1
47,1,5,61205,4,8,7
42,2,3,66932,3,4,9
34,1,4,89494,1,4,9
26,3,3,93312,3,8,8
49,1,9,19757,3,3,1
31,3,9,89725,1,8,9
27,3,9,63107,2,9,3
39,2,6,30027,3,5,6
33,3,7,15375,3,7,7
20,1,9,58009,3,2,8
27,3,8,20832,2,4,3
47,2,7,88389,2,7,10
35,3,5,74266,3,7,5
37,3,4,70926,1,5,7
49,3,6,26089,4,5,2
33,2,10,67390,3,5,8
39,2,6,31776,2,7,7
44,2,10,81739,2,3,6
34,3,9,61170,4,2,8
23,1,9,46852,3,8,9
35,2,2,60909,4,3,1
37,3,3,17772,2,3,7
46,3,3,92337,4,4,6
32,1,7,35663,4,10,1
39,1,4,67474,2,4,5
48,2,3,37351,1,10,8
40,2,7,63166,3,2,1
24,1,5,12093,1,2,6
22,3,7,40487,2,10,3
28,1,4,45101,3,7,8
35,1,7,58032,3,3,4
30,1,1,24911,2,10,9
20,1,6,92487,2,10,10
40,1,5,80182,3,9,2
24,3,8,46685,1,6,7
46,3,6,18342,3,4,2
40,1,2,13137,4,6,9
48,3,3,86341,3,4,4
43,2,8,66103,3,4,9
35,3,3,80994,3,1,5
45,1,9,63399,4,1,5
36,3,3,80465,4,5,8
30,1,10,54888,1,1,10
33,1,4,21379,3,7,3
42,3,4,64089,2,6,8
34,3,7,87351,2,9,9
34,3,8,27498,3,3,1
27,2,2,80598,1,4,10
41,2,3,90225,2,5,4
21,1,10,71691,2,9,10
26,1,8,74409,1,8,9
42,3,6,89125,3,5,6
23,1,5,12551,1,1,1
45,3,4,45046,2,8,9
40,1,2,96176,3,9,7
23,1,5,15712,1,10,9
44,2,9,60480,2,2,9
43,2,7,97080,4,5,1
27,2,9,27120,1,4,8
29,3,1,50497,2,7,3
29,3,5,42487,1,6,3
35,1,7,48446,1,3,7
23,1,3,43924,1,5,2
46,3,4,89370,3,7,7
41,3,9,34844,3,2,6
45,1,4,62061,1,4,3
34,3,10,25070,2,9,10
29,3,1,87117,3,9,7
30,1,3,75192,3,5,3
23,2,9,22929,1,5,7
29,1,8,93268,2,5,10
25,1,5,33900,2,8,5
23,3,10,80666,2,10,9
31,3,3,48595,3,4,3
47,3,4,10700,1,3,7
35,1,10,86165,1,9,2
35,1,3,84683,2,3,1
48,1,2,10612,2,8,5
33,3,8,58992,2,8,4
44,1,7,33972,3,5,7
20,2,10,58662,1,5,9
42,3,8,14986,1,5,7
45,1,8,32207,3,7,4
32,1,5,34727,2,8,1
28,2,1,45433,4,5,6
42,2,8,98308,4,2,7
49,1,10,96126,2,2,9
47,1,9,76135,3,1,7
44,2,10,25285,2,9,3
25,3,2,47981,4,8,3
34,3,6,20893,1,4,3
42,3,8,35279,4,9,9
50,1,9,39435,1,8,10
35,1,2,62630,2,2,6
31,2,6,26069,2,2,4
45,2,2,90242,1,5,8
29,2,9,41892,1,9,4
42,2,4,14930,3,7,7
20,1,4,47046,2,2,3
27,1,9,20003,4,2,7
45,3,2,63821,3,10,2
37,1,9,71019,3,3,4
20,3,2,87991,4,7,6
34,1,3,54994,4,6,2
46,1,10,52661,2,2,10
21,3,9,16098,4,6,1
49,1,6,16194,2,8,10
44,3,5,96123,1,9,2
30,2,2,46287,2,10,10
23,3,6,13304,3,8,8
24,3,3,54402,4,7,1
50,1,6,16007,1,10,8
31,3,5,89450,1,2,5
43,2,5,14117,4,3,10
29,1,10,39388,4,3,2
22,3,1,18713,1,7,9
50,1,7,30983,3,3,2
43,3,5,35301,2,4,6
27,2,10,86286,2,1,9
33,3,8,68528,1,9,3
38,1,10,16114,4,7,3
27,3,2,70322,3,6,7
48,1,8,48732,2,2,9
20,2,7,70391,2,8,8
44,1,3,19992,2,1,9
50,1,4,15425,3,6,6
44,2,5,88147,2,5,2
34,1,3,41829,3,9,10
24,2,3,98792,2,1,8
37,3,1,60256,2,10,5
28,1,2,76135,1,4,5
31,1,7,94612,1,10,8
40,1,5,36253,4,10,1
26,2,1,31556,3,6,5
29,1,9,16285,2,6,10
33,2,9,47252,2,4,7
45,3,5,13723,2,1,1
48,2,3,67854,1,4,5
44,2,3,15590,2,1,2
43,1,4,63287,2,6,7
38,1,1,89032,4,1,2
46,1,3,56747,4,9,7
45,3,6,60609,1,9,8
43,1,4,39128,1,6,9
41,1,3,37314,1,1,2
31,3,9,10628,3,3,3
24,1,5,88007,3,8,7
49,1,5,51627,1,5,9
22,3,10,74120,4,3,3
45,2,7,25068,3,3,8
46,2,4,88378,3,9,5
27,1,9,99650,1,4,7
44,1,1,88479,1,5,4
23,2,4,51206,2,5,8
23,1,9,72340,4,3,10
42,1,9,87824,4,7,4
29,2,2,51130,4,5,9
29,3,5,50905,4,10,10
50,2,8,48159,2,1,3
44,2,2,32458,4,5,5
21,3,10,73778,3,1,1
45,1,1,56449,4,6,10
40,3,10,64807,1,1,3
25,1,5,62528,1,9,10
28,1,2,35731,1,8,8
29,1,6,30284,4,10,6
35,1,9,51532,1,9,9
20,3,2,42088,2,10,9
29,3,2,45693,3,8,3
50,1,7,37113,2,2,9
34,2,3,96160,1,9,8
20,2,7,78094,4,9,8
40,1,6,23651,2,7,9
20,2,10,69240,4,5,3
38,3,4,56771,1,4,8
45,1,1,18046,2,1,10
39,1,7,88444,4,2,10
30,1,8,76727,2,4,7
20,3,2,55814,2,3,3
43,3,8,54007,2,8,10
30,1,4,68721,3,5,3
33,1,8,85002,3,6,7
24,3,5,76086,3,4,3
41,1,7,15278,2,3,8
31,2,8,75768,1,6,3
39,3,6,53514,3,7,2
29,2,9,87293,4,5,6
35,2,2,91700,4,8,8
44,1,10,93494,2,1,3
44,1,1,23532,2,7,1
29,3,4,19324,1,10,4
32,2,5,50060,2,8,7
47,2,3,31027,4,3,9
33,2,8,78206,4,9,8
50,1,9,37699,4,6,1
48,2,7,18866,2,2,3
38,3,2,81549,4,8,3
39,1,3,29524,3,9,8
40,1,6,94294,4,8,1
46,1,4,61476,2,4,1
28,3,10,22654,3,7,5
34,1,5,93177,2,9,7
21,2,10,74945,4,3,5
30,1,1,63139,3,1,8
44,2,3,66052,3,10,8
21,2,6,53672,2,8,1
47,1,3,85119,3,6,8
44,3,1,32073,2,4,9
30,3,9,63067,1,1,9
29,3,8,70075,3,4,9
44,2,2,69096,3,6,10
37,1,3,38334,2,9,10
47,3,7,52463,1,3,2
20,3,7,82789,1,4,10
27,3,4,72688,1,10,3
36,2,3,12351,1,7,4
48,1,9,58011,2,6,2
24,2,1,97668,2,4,10
30,3,6,39148,4,1,7
34,2,6,50073,3,7,4
48,1,8,65498,3,1,4
44,3,6,53086,2,9,10
23,1,7,38334,4,5,9
41,1,9,81470,3,7,3
21,2,10,94964,4,8,10
38,3,9,86537,4,3,2
42,1,7,81290,3,6,6
26,3,10,69183,3,10,7
35,3,5,94604,2,3,4
44,2,9,74872,3,8,2
42,2,5,65475,1,3,9
20,3,2,54631,3,5,2
46,3,4,74946,2,6,1
26,2,9,64157,4,10,6
29,3,3,78064,2,1,4
49,2,8,53779,3,9,4
32,1,10,65315,3,6,5
34,3,1,68929,4,10,7
37,1,9,61390,4,1,4
49,2,6,94703,2,6,7
27,2,5,83658,1,9,1
23,2,4,82256,4,1,10
28,1,10,12390,3,2,1
41,3,10,83831,4,3,3
49,3,10,19740,4,9,5
45,1,7,95134,4,1,5
22,1,5,77852,1,10,9
41,3,7,61745,4,1,2
21,1,2,32052,4,3,4
35,1,9,93047,3,2,5
34,2,6,55132,2,2,4
49,2,3,66562,2,6,10
31,1,6,16356,3,4,1
33,3,9,52860,3,5,2
43,1,3,13459,4,3,10
45,3,2,72947,1,7,9
30,2,5,78105,1,4,9
28,2,1,27474,4,3,2
43,3,10,99263,3,9,8
28,1,4,76686,4,2,5
35,1,6,67657,3,1,6
43,3,9,43467,2,4,2
26,3,10,83333,3,7,8
25,3,9,84450,3,9,4
47,3,1,52868,3,3,5
25,1,1,71650,1,8,2
25,1,7,91831,3,3,6
36,2,8,14734,3,7,1
35,1,10,82387,2,9,5
21,3,4,38492,2,9,6
47,2,2,53330,2,5,7
42,2,10,61558,4,7,10
46,2,5,63554,2,4,7
21,2,4,95756,2,2,2
47,3,1,23064,1,7,5
35,3,10,83568,1,8,3
40,2,10,65639,1,7,5
22,1,10,84073,1,4,1
38,3,5,66292,4,7,8
30,2,7,72934,1,1,10
48,1,10,44154,2,6,8
27,3,6,98132,3,7,10
29,3,9,66796,4,4,4
39,3,5,31739,2,6,9
41,1,7,38794,1,3,3
32,2,3,63939,2,9,9
43,2,7,78242,1,1,5
47,2,5,34330,4,2,9
30,3,4,97310,4,5,9
43,3,3,30035,2,9,9
24,3,4,76220,3,8,5
48,2,4,53563,4,5,5
20,3,9,21509,4,1,1
36,1,2,69162,3,9,5
47,2,9,71418,2,10,2
41,3,4,10040,2,9,1
49,1,6,21004,1,10,6
35,1,2,53987,1,8,10
34,1,5,78744,3,1,4
47,1,6,96891,4,3,2
29,3,8,49814,3,9,10
48,2,4,72894,2,9,9
36,3,8,85825,1,8,4
45,3,6,11410,1,6,5
26,2,8,15261,3,2,4
48,3,9,98225,2,5,7
28,1,8,25089,3,1,1
41,2,7,29437,4,9,3
20,2,6,60869,3,9,7
23,1,5,82468,2,4,2
46,1,3,82093,2,3,8
44,3,5,18817,4,10,7
36,3,1,79455,3,9,7
22,2,4,63105,1,9,3
24,3,9,29168,2,5,6
25,1,9,50268,1,6,7
48,2,8,88112,2,10,7
36,1,5,85233,2,6,1
